"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000065987","ENSMUSG00000065987",485.96091877554,1.20883194173624,0.188145101501023,6.42499821729174,1.31871062661353e-10,7.44559051720602e-10,"Cd209b","8",3917655,3926844,"-",2115,"protein_coding","CD209b antigen [Source:MGI Symbol;Acc:MGI:1916415]","-"
"ENSMUSG00000109282","ENSMUSG00000109282",71.3734426071769,1.55103115954203,0.241467206341699,6.42336151165458,1.33297415861574e-10,7.52417477670849e-10,"Gm45188","7",98895930,98899545,"+",1369,"antisense","predicted gene 45188 [Source:MGI Symbol;Acc:MGI:5753764]","-"
"ENSMUSG00000025731","ENSMUSG00000025731",440.331379734967,0.800048243965518,0.124578812367354,6.42202497168108,1.34473355366984e-10,7.58858701933725e-10,"Mettl26","17",25875464,25886007,"+",1109,"protein_coding","methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597]","-"
"ENSMUSG00000047696","ENSMUSG00000047696",140.105242915476,-1.38985112814975,0.216438935392522,-6.42144688814514,1.34985111010267e-10,7.61549445860151e-10,"Ccdc144b","3",36007244,36053547,"-",6768,"protein_coding","coiled-coil domain containing 144B [Source:MGI Symbol;Acc:MGI:2681852]","-"
"ENSMUSG00000049001","ENSMUSG00000049001",156.938353159513,-1.5380808406369,0.239524367443817,-6.42139610700641,1.35030156482092e-10,7.6160642607938e-10,"Ndnf","6",65671590,65712326,"+",10114,"protein_coding","neuron-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1915419]","-"
"ENSMUSG00000039623","ENSMUSG00000039623",1338.08712822641,-0.401411543434903,0.0625216598767423,-6.42035966777373,1.35952747619699e-10,7.66611689941456e-10,"Ap5z1","5",142463944,142478710,"+",5919,"protein_coding","adaptor-related protein complex 5, zeta 1 subunit [Source:MGI Symbol;Acc:MGI:1924908]","-"
"ENSMUSG00000062012","ENSMUSG00000062012",169.769158548322,0.916526285571269,0.142755700963656,6.42024297022369,1.36057011556607e-10,7.67001166545447e-10,"Zfp13","17",23575844,23599487,"-",2652,"protein_coding","zinc finger protein 13 [Source:MGI Symbol;Acc:MGI:99159]","zf-C2H2"
"ENSMUSG00000021260","ENSMUSG00000021260",423.617485632573,-1.0710840570177,0.166869943351424,-6.41867573935722,1.37464855869334e-10,7.74737281824737e-10,"Hhipl1","12",108306270,108330869,"+",5601,"protein_coding","hedgehog interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1919265]","-"
"ENSMUSG00000028140","ENSMUSG00000028140",1532.61797823787,0.411957210312379,0.0641935515948199,6.41742355856226,1.38599913163361e-10,7.80932395936477e-10,"Mrpl9","3",94443318,94451130,"+",2703,"protein_coding","mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211]","-"
"ENSMUSG00000022774","ENSMUSG00000022774",2571.8381653447,0.348702898923226,0.054344095555171,6.41657378526463,1.39375414201085e-10,7.85098934375406e-10,"Ncbp2","16",31948513,31961781,"+",2305,"protein_coding","nuclear cap binding protein subunit 2 [Source:MGI Symbol;Acc:MGI:1915342]","-"
"ENSMUSG00000031641","ENSMUSG00000031641",1067.31733740919,0.46415804489184,0.0723606902755339,6.41450548805472,1.41280701656602e-10,7.95625739510072e-10,"Cbr4","8",61487734,61506694,"+",6259,"protein_coding","carbonyl reductase 4 [Source:MGI Symbol;Acc:MGI:2384567]","-"
"ENSMUSG00000091307","ENSMUSG00000091307",124.287954352,2.21841729118003,0.345876275323066,6.41390418902804,1.4183936977616e-10,7.98565545053379e-10,"Gm8895","12",103867846,103881511,"-",1223,"unprocessed_pseudogene","predicted gene 8895 [Source:MGI Symbol;Acc:MGI:3643891]","-"
"ENSMUSG00000043154","ENSMUSG00000043154",952.427901960266,0.520853204320469,0.0812119647858952,6.413503302052,1.42213033559328e-10,8.00462513789253e-10,"Ppp2r3a","9",101105084,101251795,"-",12455,"protein_coding","protein phosphatase 2, regulatory subunit B'', alpha [Source:MGI Symbol;Acc:MGI:2442104]","-"
"ENSMUSG00000111189","ENSMUSG00000111189",25.9538788805432,-1.76198874335442,0.274812129587502,-6.41161198379123,1.43988932571842e-10,8.10249108306412e-10,"Gm48293","9",40747281,40762673,"-",710,"antisense","predicted gene, 48293 [Source:MGI Symbol;Acc:MGI:6097731]","-"
"ENSMUSG00000020994","ENSMUSG00000020994",3771.84760744077,0.313068314901723,0.048833232636007,6.41096847377013,1.44598099040053e-10,8.13257024639721e-10,"Pnn","12",59066884,59073998,"+",5762,"protein_coding","pinin [Source:MGI Symbol;Acc:MGI:1100514]","-"
"ENSMUSG00000048200","ENSMUSG00000048200",917.791596653725,-0.545815144858829,0.0851375929021548,-6.41097694042293,1.44590067918358e-10,8.13257024639721e-10,"Cracr2b","7",141461094,141466613,"+",2764,"protein_coding","calcium release activated channel regulator 2B [Source:MGI Symbol;Acc:MGI:2446129]","-"
"ENSMUSG00000051242","ENSMUSG00000051242",144.372701912015,-1.23677112749481,0.192951371753426,-6.40975555786815,1.45753137511413e-10,8.19541764428208e-10,"Pcdhb9","18",37400855,37403909,"+",3055,"protein_coding","protocadherin beta 9 [Source:MGI Symbol;Acc:MGI:2136744]","-"
"ENSMUSG00000064363","ENSMUSG00000064363",123070.75678314,0.80882827771939,0.126211304305176,6.40852483200444,1.46934350802348e-10,8.25970400151245e-10,"mt-Nd4","MT",10167,11544,"+",1378,"protein_coding","mitochondrially encoded NADH dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:102498]","-"
"ENSMUSG00000098098","ENSMUSG00000098098",489.497148546041,0.679758999784101,0.106079276538495,6.40802824043984,1.47413608622973e-10,8.28450795855873e-10,"Bvht","18",61639542,61647472,"+",699,"lincRNA","braveheart long non-coding RNA [Source:MGI Symbol;Acc:MGI:5434104]","-"
"ENSMUSG00000024181","ENSMUSG00000024181",1675.8725177576,0.365990399350063,0.0571290856526501,6.40637593213581,1.49019265650213e-10,8.37258539721768e-10,"Mrpl28","17",26123520,26126613,"+",1274,"protein_coding","mitochondrial ribosomal protein L28 [Source:MGI Symbol;Acc:MGI:1915861]","-"
"ENSMUSG00000058427","ENSMUSG00000058427",86.2953701403229,-1.7631260612658,0.275340861242187,-6.40343047272949,1.51924056049724e-10,8.53358989058683e-10,"Cxcl2","5",90903871,90905938,"+",2068,"protein_coding","chemokine (C-X-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:1340094]","-"
"ENSMUSG00000022474","ENSMUSG00000022474",2143.77711472378,0.596780513938857,0.0932241071422952,6.40156856667926,1.53788720154613e-10,8.63610246598719e-10,"Pmm1","15",81951108,81960930,"-",2866,"protein_coding","phosphomannomutase 1 [Source:MGI Symbol;Acc:MGI:1353418]","-"
"ENSMUSG00000034471","ENSMUSG00000034471",2227.06712986061,0.477470489936875,0.074593161411378,6.4009954921155,1.54367131368471e-10,8.66635049212895e-10,"Caskin2","11",115799183,115813639,"-",5177,"protein_coding","CASK-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2157062]","-"
"ENSMUSG00000049804","ENSMUSG00000049804",741.952925780404,-0.974000289107964,0.152185732652557,-6.4000762235158,1.55299403362783e-10,8.71644397859513e-10,"Armcx4","X",134686519,134696757,"+",7996,"protein_coding","armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]","-"
"ENSMUSG00000023074","ENSMUSG00000023074",1305.95186208905,0.564455835494829,0.0882092866099089,6.39905226749018,1.56344321500872e-10,8.77283249945933e-10,"Mospd1","X",53344598,53370502,"-",2085,"protein_coding","motile sperm domain containing 1 [Source:MGI Symbol;Acc:MGI:1917630]","-"
"ENSMUSG00000022820","ENSMUSG00000022820",2651.43598188706,0.529996933668145,0.0828542218426127,6.39674022495691,1.58729029148639e-10,8.90435125164848e-10,"Ndufb4","16",37647170,37654453,"-",1916,"protein_coding","NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444]","-"
"ENSMUSG00000036860","ENSMUSG00000036860",821.683162405334,0.485062790816097,0.0758469009693036,6.39528820053452,1.60244820764981e-10,8.98707057064335e-10,"Mrpl55","11",59202486,59206134,"+",1027,"protein_coding","mitochondrial ribosomal protein L55 [Source:MGI Symbol;Acc:MGI:1914462]","-"
"ENSMUSG00000086350","ENSMUSG00000086350",65.2423594739211,1.42072097253308,0.222280349943684,6.39157250244128,1.64188397713455e-10,9.20587069659646e-10,"B230369F24Rik","1",178313328,178318549,"-",2560,"antisense","RIKEN cDNA B230369F24 gene [Source:MGI Symbol;Acc:MGI:2443392]","-"
"ENSMUSG00000023004","ENSMUSG00000023004",21454.6212741311,0.475744485236923,0.0744359282368407,6.39132871055488,1.64450430357635e-10,9.21819104736186e-10,"Tuba1b","15",98931425,98934565,"-",1875,"protein_coding","tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]","-"
"ENSMUSG00000033453","ENSMUSG00000033453",2015.88104822369,-0.862602067861241,0.134966141085388,-6.39124791539756,1.64537360807749e-10,9.22069231536151e-10,"Adamts15","9",30899155,30922452,"-",10363,"protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 [Source:MGI Symbol;Acc:MGI:2449569]","-"
"ENSMUSG00000112558","ENSMUSG00000112558",15.170251903065,-4.01325267790704,0.627940012087916,-6.39114023736578,1.64653285320816e-10,9.22481671023615e-10,"Gm32364","10",67575883,67586387,"+",485,"lincRNA","predicted gene, 32364 [Source:MGI Symbol;Acc:MGI:5591523]","-"
"ENSMUSG00000010057","ENSMUSG00000010057",529.071871281393,0.43069233626859,0.0673969528083988,6.39038292269675,1.65470856113927e-10,9.26823911114605e-10,"Nprl2","9",107542226,107545706,"+",2013,"protein_coding","nitrogen permease regulator-like 2 [Source:MGI Symbol;Acc:MGI:1914482]","-"
"ENSMUSG00000005813","ENSMUSG00000005813",1759.62576802961,0.300669146372417,0.0470513836469019,6.39022963976564,1.65636817106447e-10,9.27515105862773e-10,"Metap1","3",138458956,138489515,"-",7000,"protein_coding","methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874]","-"
"ENSMUSG00000037126","ENSMUSG00000037126",469.46417795315,-0.865622197349319,0.135483537756807,-6.3891319320515,1.66830078613444e-10,9.33957033984434e-10,"Psd","19",46312087,46327156,"-",7636,"protein_coding","pleckstrin and Sec7 domain containing [Source:MGI Symbol;Acc:MGI:1920978]","-"
"ENSMUSG00000065990","ENSMUSG00000065990",2753.12918433134,0.440187851837503,0.0689029760284215,6.38851726311403,1.67501917830515e-10,9.37477349049367e-10,"Aurkaip1","4",155831272,155833130,"+",1766,"protein_coding","aurora kinase A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913327]","-"
"ENSMUSG00000017679","ENSMUSG00000017679",1642.7117900907,-0.474225351015179,0.0742350376328597,-6.38816071408935,1.67892840172178e-10,9.39424020208589e-10,"Ttpal","2",163602314,163619013,"+",5951,"protein_coding","tocopherol (alpha) transfer protein-like [Source:MGI Symbol;Acc:MGI:1923330]","-"
"ENSMUSG00000014748","ENSMUSG00000014748",4788.16530717904,0.293209496421991,0.0459117939043679,6.386365495383,1.69874711870429e-10,9.50269371279292e-10,"Tex261","6",83768885,83775813,"-",4088,"protein_coding","testis expressed gene 261 [Source:MGI Symbol;Acc:MGI:1096575]","-"
"ENSMUSG00000041471","ENSMUSG00000041471",342.33984023575,0.52974721547435,0.082964595808955,6.38522022929171,1.71150977608668e-10,9.57163050039342e-10,"Shld2","14",34237033,34310493,"-",5727,"protein_coding","shieldin complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922948]","-"
"ENSMUSG00000025742","ENSMUSG00000025742",1438.55872641557,-0.579669611377511,0.0907895640882798,-6.38476037635631,1.7166606211844e-10,9.59797372449788e-10,"Prps2","X",167346322,167382749,"-",3873,"protein_coding","phosphoribosyl pyrophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:97776]","-"
"ENSMUSG00000026433","ENSMUSG00000026433",1519.96179313981,-0.647656426778455,0.101441590807072,-6.38452553460257,1.71929693973139e-10,9.61024814170453e-10,"Rab29","1",131867224,131872887,"+",1468,"protein_coding","RAB29, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2385107]","-"
"ENSMUSG00000038658","ENSMUSG00000038658",2538.46692324103,0.463519269362016,0.0726258435103204,6.38229102696959,1.74458008837473e-10,9.74907139642021e-10,"Ric1","19",29522282,29606829,"+",10727,"protein_coding","RAB6A GEF complex partner 1 [Source:MGI Symbol;Acc:MGI:1924893]","-"
"ENSMUSG00000027333","ENSMUSG00000027333",712.424911323173,-0.530187445463222,0.0830756685570977,-6.38198229002305,1.74810184498059e-10,9.76624752871236e-10,"Smox","2",131491496,131525922,"+",3894,"protein_coding","spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]","-"
"ENSMUSG00000026100","ENSMUSG00000026100",85.1758544851263,-2.20643265612733,0.345736568801359,-6.38183187788569,1.74982010889752e-10,9.77334173585663e-10,"Mstn","1",53061640,53068079,"+",2705,"protein_coding","myostatin [Source:MGI Symbol;Acc:MGI:95691]","-"
"ENSMUSG00000015837","ENSMUSG00000015837",20460.2100705357,-0.314878921028461,0.0493430646385436,-6.38142205667741,1.75451016333147e-10,9.79702651797232e-10,"Sqstm1","11",50199366,50210827,"-",3356,"protein_coding","sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]","-"
"ENSMUSG00000028691","ENSMUSG00000028691",20628.0306003924,-0.45088977806125,0.070669418342414,-6.38026728728058,1.76779167658819e-10,9.8686608093143e-10,"Prdx1","4",116685544,116700822,"+",3043,"protein_coding","peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]","-"
"ENSMUSG00000041718","ENSMUSG00000041718",450.294687198773,-0.469466264630969,0.0735821111570507,-6.38016845737082,1.76893291563407e-10,9.87250293555156e-10,"Alg13","X",144317804,144374450,"+",6850,"protein_coding","asparagine-linked glycosylation 13 [Source:MGI Symbol;Acc:MGI:1914824]","-"
"ENSMUSG00000020085","ENSMUSG00000020085",11873.2413275268,0.568024254377923,0.0890561357803483,6.37827196745793,1.79097260808485e-10,9.99294854598084e-10,"Aifm2","10",61715263,61739260,"+",4121,"protein_coding","apoptosis-inducing factor, mitochondrion-associated 2 [Source:MGI Symbol;Acc:MGI:1918611]","-"
"ENSMUSG00000041319","ENSMUSG00000041319",638.505526260737,-0.577667230601405,0.090582803615863,-6.37722843124987,1.80321405791749e-10,1.00586760118387e-09,"Thoc6","17",23668614,23673882,"-",2026,"protein_coding","THO complex 6 [Source:MGI Symbol;Acc:MGI:2677480]","-"
"ENSMUSG00000028978","ENSMUSG00000028978",2317.85403268567,0.860628591000183,0.134974596947801,6.37622641935368,1.81504531320987e-10,1.01220822814984e-09,"Nos3","5",24364810,24384474,"+",4132,"protein_coding","nitric oxide synthase 3, endothelial cell [Source:MGI Symbol;Acc:MGI:97362]","-"
"ENSMUSG00000046962","ENSMUSG00000046962",953.030183311977,-0.429396254606543,0.0673568325470084,-6.37494725285467,1.8302593309291e-10,1.02043161571422e-09,"Zbtb21","16",97943357,97962622,"-",6335,"protein_coding","zinc finger and BTB domain containing 21 [Source:MGI Symbol;Acc:MGI:1927240]","ZBTB"
"ENSMUSG00000045140","ENSMUSG00000045140",243.645946598543,0.584040843470751,0.0916222174303237,6.37444562957559,1.83625943463236e-10,1.02351504139073e-09,"Pigw","11",84876315,84880285,"-",2733,"protein_coding","phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]","-"
"ENSMUSG00000021770","ENSMUSG00000021770",1657.78322593993,-0.318574764340644,0.0499816323478909,-6.3738367351279,1.84356847461795e-10,1.02732629342428e-09,"Samd8","14",21750531,21798726,"+",7639,"protein_coding","sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880]","-"
"ENSMUSG00000015653","ENSMUSG00000015653",337.259557529669,1.55795739008708,0.244471890142775,6.37274653203365,1.85672611253064e-10,1.03439388794716e-09,"Steap2","5",5664829,5694578,"-",12144,"protein_coding","six transmembrane epithelial antigen of prostate 2 [Source:MGI Symbol;Acc:MGI:1921301]","-"
"ENSMUSG00000064367","ENSMUSG00000064367",140655.863172899,0.824549714619229,0.129393107816244,6.37243921670235,1.86045164147857e-10,1.03583429952481e-09,"mt-Nd5","MT",11742,13565,"+",1824,"protein_coding","mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496]","-"
"ENSMUSG00000044502","ENSMUSG00000044502",1567.42794212465,0.413034996151039,0.0648160788687092,6.37241566228772,1.86073748859301e-10,1.03583429952481e-09,"Bod1","11",31665181,31671885,"-",1644,"protein_coding","biorientation of chromosomes in cell division 1 [Source:MGI Symbol;Acc:MGI:1916806]","-"
"ENSMUSG00000069835","ENSMUSG00000069835",269.758317682729,0.843801700297227,0.132413662998068,6.37246701882674,1.86011430103319e-10,1.03583429952481e-09,"Sat2","11",69622024,69623870,"+",1424,"protein_coding","spermidine/spermine N1-acetyl transferase 2 [Source:MGI Symbol;Acc:MGI:1916465]","-"
"ENSMUSG00000021519","ENSMUSG00000021519",1025.90106363289,0.499808553032313,0.0784407472234728,6.37179744869576,1.86825524668552e-10,1.03975369883208e-09,"Mterf3","13",66906968,66933088,"-",4899,"protein_coding","mitochondrial transcription termination factor 3 [Source:MGI Symbol;Acc:MGI:1913660]","-"
"ENSMUSG00000033577","ENSMUSG00000033577",1853.09677909376,0.60521257728531,0.095060216393173,6.36662318105952,1.93235121770738e-10,1.07515094303586e-09,"Myo6","9",80165031,80311729,"+",12078,"protein_coding","myosin VI [Source:MGI Symbol;Acc:MGI:104785]","-"
"ENSMUSG00000002661","ENSMUSG00000002661",320.406138844363,0.626811288121189,0.0984566527337155,6.36636804844925,1.93556662697651e-10,1.07666511149377e-09,"Alkbh7","17",56997339,56999322,"+",1029,"protein_coding","alkB homolog 7 [Source:MGI Symbol;Acc:MGI:1913650]","-"
"ENSMUSG00000059588","ENSMUSG00000059588",1246.22658987702,-0.556109176281866,0.0873737084866412,-6.36471984437848,1.95646508624226e-10,1.08801225030783e-09,"Calcrl","2",84330626,84425411,"-",4882,"protein_coding","calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]","-"
"ENSMUSG00000005150","ENSMUSG00000005150",855.679239465532,0.403344938215183,0.0633888859958908,6.36302297915962,1.97821081160637e-10,1.09982465377931e-09,"Wdr83","8",85075035,85081306,"-",2818,"protein_coding","WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086]","-"
"ENSMUSG00000030649","ENSMUSG00000030649",509.378328480944,-0.722520202469297,0.113572950681622,-6.36172784217549,1.99496701216284e-10,1.10885771647735e-09,"Anapc15","7",101863715,101901849,"+",5161,"protein_coding","anaphase prompoting complex C subunit 15 [Source:MGI Symbol;Acc:MGI:1922680]","-"
"ENSMUSG00000059552","ENSMUSG00000059552",2110.13770970163,-0.372365482406517,0.0585446254519327,-6.36037005159837,2.01268268217594e-10,1.11831906300238e-09,"Trp53","11",69580359,69591873,"+",4045,"protein_coding","transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]","P53"
"ENSMUSG00000020802","ENSMUSG00000020802",1607.76174279546,0.429399213077357,0.0675119408863105,6.36034466555274,2.01301536393427e-10,1.11831906300238e-09,"Ube2o","11",116537740,116581447,"-",5288,"protein_coding","ubiquitin-conjugating enzyme E2O [Source:MGI Symbol;Acc:MGI:2444266]","-"
"ENSMUSG00000010067","ENSMUSG00000010067",832.424282344133,-0.388145262941341,0.0610288943103006,-6.36002449868782,2.01721573478957e-10,1.12036696544352e-09,"Rassf1","9",107551555,107562267,"+",5845,"protein_coding","Ras association (RalGDS/AF-6) domain family member 1 [Source:MGI Symbol;Acc:MGI:1928386]","-"
"ENSMUSG00000056698","ENSMUSG00000056698",1216.42005670614,0.6351014045792,0.0998685437637892,6.3593738392877,2.02577834045933e-10,1.12483600387187e-09,"Elmod3","6",72565922,72598413,"-",3560,"protein_coding","ELMO/CED-12 domain containing 3 [Source:MGI Symbol;Acc:MGI:2445168]","-"
"ENSMUSG00000043953","ENSMUSG00000043953",393.297703605708,-0.919434368258255,0.144652029519862,-6.35618021613729,2.06832358210649e-10,1.14816719685249e-09,"Ccrl2","9",111054486,111057519,"-",2598,"protein_coding","chemokine (C-C motif) receptor-like 2 [Source:MGI Symbol;Acc:MGI:1920904]","-"
"ENSMUSG00000044308","ENSMUSG00000044308",4771.76676780552,0.36889090350352,0.0580473153812083,6.35500369105685,2.08421616563746e-10,1.15669485902477e-09,"Ubr3","2",69897246,70024013,"+",9719,"protein_coding","ubiquitin protein ligase E3 component n-recognin 3 [Source:MGI Symbol;Acc:MGI:1861100]","-"
"ENSMUSG00000028797","ENSMUSG00000028797",4553.85922569331,0.250627536122959,0.0394534629207101,6.35248511966229,2.11863926500656e-10,1.17549959627171e-09,"Tmem234","4",129600668,129624059,"+",4273,"protein_coding","transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049]","-"
"ENSMUSG00000022449","ENSMUSG00000022449",20.896556764598,3.54474840177642,0.558043110306245,6.35210494728824,2.12388336275048e-10,1.17810929009376e-09,"Adamts20","15",94270163,94465418,"-",8997,"protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]","-"
"ENSMUSG00000033096","ENSMUSG00000033096",8462.02380886492,0.638315272130108,0.100560655806164,6.34756473108621,2.18749947269591e-10,1.21308812997289e-09,"Apmap","2",150583080,150608567,"-",2428,"protein_coding","adipocyte plasma membrane associated protein [Source:MGI Symbol;Acc:MGI:1919131]","-"
"ENSMUSG00000026965","ENSMUSG00000026965",5270.89715947437,-0.195896253883196,0.0308694712060444,-6.34595431115901,2.21050836083044e-10,1.22553597598419e-09,"Anapc2","2",25272478,25285915,"+",3445,"protein_coding","anaphase promoting complex subunit 2 [Source:MGI Symbol;Acc:MGI:2139135]","-"
"ENSMUSG00000022962","ENSMUSG00000022962",2210.80600358435,0.301682849105063,0.0475427402991726,6.34550821443319,2.21692367388096e-10,1.22878012585355e-09,"Gart","16",91621186,91646952,"-",5144,"protein_coding","phosphoribosylglycinamide formyltransferase [Source:MGI Symbol;Acc:MGI:95654]","-"
"ENSMUSG00000054312","ENSMUSG00000054312",2141.0839646722,0.382659621938785,0.0603616285798508,6.33945158442129,2.3058445940596e-10,1.27774159885418e-09,"Mrps21","3",95862634,95871519,"-",739,"protein_coding","mitochondrial ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913542]","-"
"ENSMUSG00000054423","ENSMUSG00000054423",135.556164623452,2.17824536178618,0.34361953209522,6.33911974824111,2.31081585994195e-10,1.28017084015188e-09,"Cadps","14",12372563,12823079,"-",15054,"protein_coding","Ca2+-dependent secretion activator [Source:MGI Symbol;Acc:MGI:1350922]","-"
"ENSMUSG00000071054","ENSMUSG00000071054",3976.67723335423,0.411101178770891,0.0648551563955866,6.33875857554583,2.31623851677746e-10,1.28284884967339e-09,"Safb","17",56584825,56606294,"+",7268,"protein_coding","scaffold attachment factor B [Source:MGI Symbol;Acc:MGI:2146974]","-"
"ENSMUSG00000035505","ENSMUSG00000035505",473.864617531499,0.520980241954193,0.0821938063645297,6.33843673869591,2.32108105533134e-10,1.2852042815013e-09,"Cox18","5",90214724,90224001,"-",2710,"protein_coding","cytochrome c oxidase assembly protein 18 [Source:MGI Symbol;Acc:MGI:2448532]","-"
"ENSMUSG00000027198","ENSMUSG00000027198",3445.02951608808,0.327511046673513,0.051683158204698,6.33690080192782,2.34432817347019e-10,1.29774671609371e-09,"Ext2","2",93661028,93822568,"-",7328,"protein_coding","exostoses (multiple) 2 [Source:MGI Symbol;Acc:MGI:108050]","-"
"ENSMUSG00000111348","ENSMUSG00000111348",118.987618318947,1.22003834557961,0.19253917375918,6.33657204276564,2.34933356523477e-10,1.30018729610784e-09,"Gm19531","9",75310335,75314871,"-",1377,"antisense","predicted gene, 19531 [Source:MGI Symbol;Acc:MGI:5011716]","-"
"ENSMUSG00000057132","ENSMUSG00000057132",75.2723085127714,-1.77442177709761,0.280033988204466,-6.33645147317625,2.35117186441241e-10,1.30087432376248e-09,"Rpgrip1","14",52110704,52163546,"+",12152,"protein_coding","retinitis pigmentosa GTPase regulator interacting protein 1 [Source:MGI Symbol;Acc:MGI:1932134]","-"
"ENSMUSG00000057388","ENSMUSG00000057388",1247.7739394406,0.332150378332959,0.0524210744130887,6.33619936355264,2.35502026836854e-10,1.30234234277655e-09,"Mrpl18","17",12911349,12916345,"-",1398,"protein_coding","mitochondrial ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:1914931]","-"
"ENSMUSG00000029126","ENSMUSG00000029126",497.404094077737,1.07358185431862,0.169436031192836,6.33620751596085,2.35489572724986e-10,1.30234234277655e-09,"Nsg1","5",38137192,38159907,"-",3215,"protein_coding","neuron specific gene family member 1 [Source:MGI Symbol;Acc:MGI:109149]","-"
"ENSMUSG00000024548","ENSMUSG00000024548",475.794908090226,-0.815066635616428,0.128643756996142,-6.33584290950763,2.36047197067558e-10,1.30502603066727e-09,"Setbp1","18",78750380,79109391,"-",9953,"protein_coding","SET binding protein 1 [Source:MGI Symbol;Acc:MGI:1933199]","-"
"ENSMUSG00000026854","ENSMUSG00000026854",1035.07988129113,0.421382484345355,0.0665539730475375,6.33143995842855,2.42883685331213e-10,1.34248212987788e-09,"Usp20","2",30982279,31023586,"+",9017,"protein_coding","ubiquitin specific peptidase 20 [Source:MGI Symbol;Acc:MGI:1921520]","-"
"ENSMUSG00000037375","ENSMUSG00000037375",166.107772732793,-0.791411473802854,0.124998251441867,-6.33138035671574,2.4297754319124e-10,1.3426603895309e-09,"Hhat","1",192496711,192771223,"-",9150,"protein_coding","hedgehog acyltransferase [Source:MGI Symbol;Acc:MGI:2444681]","-"
"ENSMUSG00000109559","ENSMUSG00000109559",90.9527351551076,1.07487366601405,0.169772214542283,6.33126963038077,2.43152003650884e-10,1.34328384475725e-09,"Gm34280","7",99694297,99712777,"+",2114,"antisense","predicted gene, 34280 [Source:MGI Symbol;Acc:MGI:5593439]","-"
"ENSMUSG00000071180","ENSMUSG00000071180",1959.76869694683,-0.312782985937043,0.0494201105810348,-6.32906285031815,2.4665463522701e-10,1.36228867717624e-09,"Smim15","13",108044446,108049172,"+",2208,"protein_coding","small integral membrane protein 15 [Source:MGI Symbol;Acc:MGI:1922866]","-"
"ENSMUSG00000010830","ENSMUSG00000010830",451.734440769215,-1.04341168825879,0.164929568794807,-6.32640766530426,2.50934337921285e-10,1.38557460366265e-09,"Kdelr3","15",79516411,79527739,"+",1411,"protein_coding","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:MGI Symbol;Acc:MGI:2145953]","-"
"ENSMUSG00000015755","ENSMUSG00000015755",4877.5213080099,-0.31123528419184,0.0492068086581409,-6.32504510410571,2.53158625151258e-10,1.39750229902394e-09,"Tab2","10",7905653,7956230,"-",6135,"protein_coding","TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:MGI Symbol;Acc:MGI:1915902]","-"
"ENSMUSG00000032537","ENSMUSG00000032537",163.883921381874,-1.3303636994542,0.210335640998411,-6.32495611841765,2.53304556118003e-10,1.39795378476469e-09,"Ephb1","9",101922128,102354693,"-",7002,"protein_coding","Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]","-"
